optimalApplicationsOrder : 	1	4	5	2	3	6	
Phase : 0 :	1	5	5	5	5	5	5	2	2	2	3	3	3	3	3	3	6	6	6	-1	
Phase : 1 :	1	1	5	5	5	5	5	5	5	2	2	2	2	6	6	-1	-1	-1	-1	-1	
Phase : 2 :	1	1	1	5	5	5	5	5	3	3	3	3	3	3	6	6	6	6	-1	-1	
Phase : 3 :	1	1	1	1	5	5	5	5	2	2	2	2	2	6	6	6	6	6	-1	-1	
Phase : 4 :	1	1	1	1	1	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	
Phase : 5 :	1	1	1	1	1	1	2	2	2	2	2	2	3	3	3	3	3	3	3	6	
Phase : 6 :	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	-1	-1	-1	
Phase : 7 :	1	1	1	1	1	1	1	1	4	4	4	6	6	6	6	6	6	6	6	-1	
